pagina,testo
536,"PROPRIO DEI SANTI – 2 NOVEMBRE

3. PRIMA LETTURA

Il Signore li ha graditi
come l’offerta di un olocausto.

Dal libro della Sapienza
3, 1-9

Le anime dei giusti sono nelle mani di Dio,

nessun tormento li toccherà.

Agli occhi degli stolti parve che morissero,
la loro fine fu ritenuta una sciagura,
la loro partenza da noi una rovina,
ma essi sono nella pace.
Anche se agli occhi degli uomini subiscono castighi,
la loro speranza resta piena d’immortalità.
In cambio di una breve pena riceveranno grandi benefici,
perché Dio li ha provati e li ha trovati degni di sé;
li ha saggiati come oro nel crogiolo
e li ha graditi come l’offerta di un olocausto.
Nel giorno del loro giudizio risplenderanno,
come scintille nella stoppia correranno qua e là.
Governeranno le nazioni, avranno potere sui popoli
e il Signore regnerà per sempre su di loro.
Coloro che confidano in lui comprenderanno la verità,
i fedeli nell’amore rimarranno presso di lui,
perché grazia e misericordia sono per i suoi eletti.
Parola di Dio.
"
537,"COMMEMORAZIONE DI TUTTI I FEDELI DEFUNTI

SALMO RESPONSORIALE
Dai Salmi 41-42 (42-43)

L’anima mia ha sete del Dio vivente.
Come la cerva anela
ai corsi d’acqua,
così l’anima mia anela
a te, o Dio.
L’anima mia ha sete di Dio,
del Dio vivente:
quando verrò e vedrò
il volto di Dio?
Avanzavo tra la folla,
la precedevo fino alla casa di Dio,
fra canti di gioia e di lode
di una moltitudine in festa.
Manda la tua luce e la tua verità:
siano esse a guidarmi,
mi conducano alla tua santa montagna,
alla tua dimora.
Verrò all’altare di Dio,
a Dio, mia gioiosa esultanza.
A te canterò sulla cetra,
Dio, Dio mio.
Perché ti rattristi, anima mia,
perché ti agiti in me?
Spera in Dio: ancora potrò lodarlo,
lui, salvezza del mio volto e mio Dio.
"
538,"PROPRIO DEI SANTI – 2 NOVEMBRE

SECONDA LETTURA
Non vi sarà più la morte.

Dal libro dell’Apocalisse di san Giovanni apostolo
21, 1-5a.6b-7

Io, Giovanni, vidi un cielo nuovo e una terra nuova: il

cielo e la terra di prima infatti erano scomparsi e il
mare non c’era più. E vidi anche la città santa, la Gerusalemme nuova, scendere dal cielo, da Dio, pronta come
una sposa adorna per il suo sposo.
Udii allora una voce potente, che veniva dal trono e diceva:
«Ecco la tenda di Dio con gli uomini!
Egli abiterà con loro
ed essi saranno suoi popoli
ed egli sarà il Dio con loro, il loro Dio.
E asciugherà ogni lacrima dai loro occhi
e non vi sarà più la morte
né lutto né lamento né affanno,
perché le cose di prima sono passate».
E Colui che sedeva sul trono disse:
«Ecco, io faccio nuove tutte le cose.
Io sono l’Alfa e l’Omèga,
il Principio e la Fine.
A colui che ha sete
io darò gratuitamente da bere
alla fonte dell’acqua della vita.
Chi sarà vincitore erediterà questi beni;
io sarò suo Dio ed egli sarà mio figlio».
Parola di Dio."
539,"COMMEMORAZIONE DI TUTTI I FEDELI DEFUNTI

CANTO AL VANGELO
Cf. Mt 11, 25

Alleluia, alleluia.
Ti rendo lode, Padre,
Signore del cielo e della terra,
perché ai piccoli hai rivelato i misteri del regno.
Alleluia.

VANGELO
Rallegratevi ed esultate,
perché grande è la vostra ricompensa nei cieli.

Dal Vangelo secondo Matteo
5, 1-12a

In quel tempo, vedendo le folle, Gesù salì sul

monte: si pose a sedere e si avvicinarono a lui
i suoi discepoli. Si mise a parlaree insegnava
loro dicendo:

«Beati i poveri in spirito,
perché di essi è il regno dei cieli.
Beati quelli che sono nel pianto,
Beati i miti,
perché avranno in eredità la terra.
"
540,"PROPRIO DEI SANTI – 2 NOVEMBRE

Beati quelli che hanno fame e sete della giustizia,
perché saranno saziati.
Beati i misericordiosi,
perché troveranno misericordia.
Beati i puri di cuore,
perché vedranno Dio.
Beati gli operatori di pace,
Beati i perseguitati per la giustizia,
perché di essi è il regno dei cieli.
Beati voi quando vi insulteranno, vi perseguiteranno e, mentendo, diranno ogni sorta di male contro di voi per causa mia.
Rallegratevi ed esultate, perché grande è la vostra ricompensa
nei cieli».
Parola del Signore.
"
541,"9 NOVEMBRE

DEDICAZIONE
DELLA BASILICA LATERANENSE
Festa

Quando questa festa ricorre in domenica, si proclamano le tre letture qui
indicate; se la festa ricorre in settimana, si sceglie come prima lettura una
delle due che precedono il Vangelo; il Salmo responsoriale è sempre lo
stesso.

PRIMA LETTURA
Vidi l’acqua che usciva dal tempio,
e a quanti giungeva quest’acqua portò salvezza.

Dal libro del profeta Ezechièle
47, 1-2.8-9.12

In quei giorni, [un uomo, il cui aspetto era come di

bronzo,] mi condusse all’ingresso del tempio e vidi
che sotto la soglia del tempio usciva acqua verso
oriente, poiché la facciata del tempio era verso oriente. Quell’acqua scendeva sotto il lato destro del tempio, dalla parte
meridionale dell’altare. Mi condusse fuori dalla porta settentrionale e mi fece girare all’esterno, fino alla porta esterna
rivolta a oriente, e vidi che l’acqua scaturiva dal lato destro.
Mi disse: «Queste acque scorrono verso la regione orientale,
scendono nell’Àraba ed entrano nel mare: sfociate nel mare,
ne risanano le acque. Ogni essere vivente che si muove dovunque arriva il torrente, vivrà: il pesce vi sarà abbondan479"
542,"PROPRIO DEI SANTI – 9 NOVEMBRE

tissimo, perché dove giungono quelle acque, risanano, e là
dove giungerà il torrente tutto rivivrà. Lungo il torrente, su
una riva e sull’altra, crescerà ogni sorta di alberi da frutto,
le cui foglie non appassiranno: i loro frutti non cesseranno
e ogni mese matureranno, perché le loro acque sgorgano dal
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 45 (46)

Un fiume rallegra la città di Dio.
Dio è per noi rifugio e fortezza,
aiuto infallibile si è mostrato nelle angosce.
Perciò non temiamo se trema la terra,
se vacillano i monti nel fondo del mare.
Un fiume e i suoi canali rallegrano la città di Dio,
la più santa delle dimore dell’Altissimo.
Dio è in mezzo a essa: non potrà vacillare.
Dio la soccorre allo spuntare dell’alba.
Il Signore degli eserciti è con noi,
nostro baluardo è il Dio di Giacobbe.
Venite, vedete le opere del Signore,
egli ha fatto cose tremende sulla terra."
543,"DEDICAZIONE DELLA BASILICA LATERANENSE

SECONDA LETTURA
Voi siete il tempio di Dio.

Dalla prima lettera di san Paolo apostolo ai Corìnzi
3, 9c-11.16-17

Fratelli, voi siete edificio di Dio.


Secondo la grazia di Dio che mi è stata data, come
un saggio architetto io ho posto il fondamento; un
altro poi vi costruisce sopra. Ma ciascuno stia attento a come
costruisce. Infatti nessuno può porre un fondamento diverso
da quello che già vi si trova, che è Gesù Cristo.
Non sapete che siete tempio di Dio e che lo Spirito di Dio
abita in voi? Se uno distrugge il tempio di Dio, Dio distruggerà lui. Perché santo è il tempio di Dio, che siete voi.
Parola di Dio.

CANTO AL VANGELO
2 Cr 7, 16

Alleluia, alleluia.
Io mi sono scelto e ho consacrato questa casa
perché il mio nome vi resti sempre.
Alleluia."
544,"PROPRIO DEI SANTI – 9 NOVEMBRE

VANGELO

Parlava del tempio del suo corpo.

Dal Vangelo secondo Giovanni
2, 13-22

Si avvicinava la Pasqua dei Giudei e Gesù salì a

Gerusalemme.

Trovò nel tempio gente che vendeva buoi, pecore e colombe e, là seduti, i cambiamonete. Allora fece una frusta di cordicelle e scacciò tutti
fuori del tempio, con le pecore e i buoi; gettò a terra il denaro dei cambiamonete e ne rovesciò i banchi, e ai venditori di
colombe disse: «Portate via di qui queste cose e non fate della casa del Padre mio un mercato!».
I suoi discepoli si ricordarono che sta scritto: «Lo zelo per la
tua casa mi divorerà».
Allora i Giudei presero la parola e gli dissero: «Quale segno ci
mostri per fare queste cose?». Rispose loro Gesù: «Distruggete questo tempio e in tre giorni lo farò risorgere». Gli dissero
allora i Giudei: «Questo tempio è stato costruito in quarantasei anni e tu in tre giorni lo farai risorgere?». Ma egli parlava
del tempio del suo corpo.
Quando poi fu risuscitato dai morti, i suoi discepoli si ricordarono che aveva detto questo, e credettero alla Scrittura e
alla parola detta da Gesù.
Parola del Signore.
"
545,"8 DICEMBRE

IMMACOLATA CONCEZIONE
DELLA BEATA VERGINE MARIA
Solennità

PRIMA LETTURA

Porrò inimicizia tra la tua stirpe
e la stirpe della donna.

Dal libro della Gènesi
3, 9-15.20

[

Dopo che l’uomo ebbe mangiato del frutto dell’albero,] il Signore Dio lo chiamò e gli disse: «Dove

sei?». Rispose: «Ho udito la tua voce nel giardino:
ho avuto paura, perché sono nudo, e mi sono nascosto». Riprese: «Chi ti ha fatto sapere che sei nudo? Hai forse mangiato dell’albero di cui ti avevo comandato di non mangiare?». Rispose l’uomo: «La donna che tu mi hai posto accanto
mi ha dato dell’albero e io ne ho mangiato». Il Signore Dio
disse alla donna: «Che hai fatto?». Rispose la donna: «Il serpente mi ha ingannata e io ho mangiato».
Allora il Signore Dio disse al serpente:
«Poiché hai fatto questo,
maledetto tu fra tutto il bestiame
e fra tutti gli animali selvatici!
Sul tuo ventre camminerai
e polvere mangerai
per tutti i giorni della tua vita.
Io porrò inimicizia fra te e la donna,
fra la tua stirpe e la sua stirpe:
"
546,"PROPRIO DEI SANTI – 8 DICEMBRE

questa ti schiaccerà la testa
e tu le insidierai il calcagno».
L’uomo chiamò sua moglie Eva, perché ella fu la madre di tutti i viventi.
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 97 (98)

Cantate al Signore un canto nuovo,
perché ha compiuto meraviglie.
Cantate al Signore un canto nuovo,
perché ha compiuto meraviglie.
Gli ha dato vittoria la sua destra
e il suo braccio santo.
Il Signore ha fatto conoscere la sua salvezza,
agli occhi delle genti ha rivelato la sua giustizia.
Egli si è ricordato del suo amore,
della sua fedeltà alla casa d’Israele.
Tutti i confini della terra hanno veduto
la vittoria del nostro Dio.
Acclami il Signore tutta la terra,
gridate, esultate, cantate inni!
"
547,"IMMACOLATA CONCEZIONE DELLA BEATA VERGINE MARIA

SECONDA LETTURA

In Cristo Dio ci ha scelti
prima della creazione del mondo.

Dalla lettera di san Paolo apostolo agli Efesìni
1, 3-6.11-12

Benedetto Dio, Padre del Signore nostro Gesù Cristo,

che ci ha benedetti con ogni benedizione spirituale
nei cieli in Cristo.

In lui ci ha scelti prima della creazione del mondo
per essere santi e immacolati di fronte a lui nella carità,
predestinandoci a essere per lui figli adottivi
mediante Gesù Cristo,
secondo il disegno d’amore della sua volontà,
a lode dello splendore della sua grazia,
di cui ci ha gratificati nel Figlio amato.
In lui siamo stati fatti anche eredi,
predestinati – secondo il progetto di colui
che tutto opera secondo la sua volontà –
a essere lode della sua gloria,
noi, che già prima abbiamo sperato nel Cristo.
Parola di Dio.
"
548,"PROPRIO DEI SANTI – 8 DICEMBRE

CANTO AL VANGELO
Cf. Lc 1, 28

Alleluia, alleluia.
Rallègrati, piena di grazia,
il Signore è con te,
benedetta tu fra le donne.
Alleluia.

VANGELO
Ecco, concepirai un figlio e lo darai alla luce.

Dal Vangelo secondo Luca
1, 26-38

In quel tempo, l’angelo Gabriele fu mandato da

Dio in una città della Galilea, chiamata Nàzaret,
a una vergine, promessa sposa di un uomo della
casa di Davide, di nome Giuseppe. La vergine si
chiamava Maria. Entrando da lei, disse: «Rallègrati, piena di grazia: il Signore è con te».

A queste parole ella fu molto turbata e si domandava che
senso avesse un saluto come questo. L’angelo le disse: «Non
temere, Maria, perché hai trovato grazia presso Dio. Ed ecco,
concepirai un figlio, lo darai alla luce e lo chiamerai Gesù.
"
549,"IMMACOLATA CONCEZIONE DELLA BEATA VERGINE MARIA

Sarà grande e verrà chiamato Figlio dell’Altissimo; il Signore
Dio gli darà il trono di Davide suo padre e regnerà per sempre
sulla casa di Giacobbe e il suo regno non avrà fine».
Allora Maria disse all’angelo: «Come avverrà questo, poiché
non conosco uomo?». Le rispose l’angelo: «Lo Spirito Santo
scenderà su di te e la potenza dell’Altissimo ti coprirà con
la sua ombra. Perciò colui che nascerà sarà santo e sarà
chiamato Figlio di Dio. Ed ecco, Elisabetta, tua parente, nella sua vecchiaia ha concepito anch’essa un figlio e questo è
il sesto mese per lei, che era detta sterile: nulla è impossibile a Dio».
Allora Maria disse: «Ecco la serva del Signore: avvenga per me
secondo la tua parola». E l’angelo si allontanò da lei.
Parola del Signore.
"
550,
551,INDICE
552,
553,"INDICE

DECRETI . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 5
TEMPO DI AVVENTO . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 9
I domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 11
II domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 16
III domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 22
IV domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 27
TEMPO DI NATALE . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 31
Natale del Signore – Messa vespertina nella vigilia . . . . . . . . . . . . . . . . . . . . . . . . . . . 33
Natale del Signore – Messa della notte. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 40
Natale del Signore – Messa dell’aurora . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 45
Natale del Signore – Messa del giorno . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 49
Santa Famiglia di Gesù, Maria e Giuseppe. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 57
Solennità di Maria SS. Madre di Dio . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 63
II domenica dopo Natale . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 67
Epifania del Signore . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 74
Battesimo del Signore . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 79
TEMPO DI QUARESIMA . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 85
I domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 87
II domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 91
III domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 95
IV domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 102
V domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 107
Domenica delle Palme: Passione del Signore . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 112
Giovedì della Settimana Santa – Messa del Crisma . . . . . . . . . . . . . . . . . . . . . . . . . . . 129
TRIDUO PASQUALE . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 135
Giovedì Santo – Messa vespertina «Cena del Signore» . . . . . . . . . . . . . . . . . . . . . . . . . 137
Venerdì Santo «Passione del Signore» . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 142
Domenica di Pasqua – Veglia pasquale nella Notte Santa. . . . . . . . . . . . . . . . . . . . . . . 154
TEMPO DI PASQUA . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 185
Domenica di Pasqua «Risurrezione del Signore» – Messa del giorno. . . . . . . . . . . . . . . . 187
II domenica. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 195
III domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 200
IV domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 204
V domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 208
VI domenica . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 213
Ascensione del Signore . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 217
"
