testo,pagina
"In quei giorni, Davide convocò tutto Israele a Gerusalemme, per far salire l’arca del Signore nel posto che le aveva preparato. Davide radunò i figli di Aronne e i levìti. I figli dei levìti sollevarono l’arca di Dio sulle loro spalle per mezzo di stanghe, come aveva prescritto Mosè sulla parola del Signore. Davide disse ai capi dei levìti di tenere pronti i loro fratelli, i cantori con gli strumenti musicali, arpe, cetre e cimbali, perché, levando la loro voce, facessero udire i suoni di gioia. Introdussero dunque l’arca di Dio e la collocarono al centro della tenda che Davide aveva piantata per essa; offrirono olocausti e sacrifici di comunione davanti a Dio. Quando ebbe finito di offrire gli olocausti e i sacrifici di comunione, Davide benedisse il popolo nel nome del Signore. Parola di Dio. PRIMA LETTURA Introdussero dunque l’arca di Dio e la collocarono al centro della tenda che Davide aveva piantata per essa. Dal primo libro delle Cronache 15, 3-4.15-16; 16, 1-2 ASSUNZIONE DELLA BEATA VERGINE MARIA Alla Messa vespertina nella vigilia Solennità",522
"Sorgi, Signore, tu e l’arca della tua potenza. Ecco, abbiamo saputo che era in Èfrata, l’abbiamo trovata nei campi di Iàar. Entriamo nella sua dimora, prostriamoci allo sgabello dei suoi piedi. I tuoi sacerdoti si rivestano di giustizia ed esultino i tuoi fedeli. Per amore di Davide, tuo servo, non respingere il volto del tuo consacrato. Sì, il Signore ha scelto Sion, l’ha voluta per sua residenza: «Questo sarà il luogo del mio riposo per sempre: qui risiederò, perché l’ho voluto». SALMO RESPONSORIALE Dal Salmo 131 (132)",523
"SECONDA LETTURA Dio ci dà la vittoria per mezzo di Gesù Cristo. Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 54b-57 ratelli, quando questo corpo mortale si sarà vestito d’immortalità, si compirà la parola della Scrittura: «La morte è stata inghiottita nella vittoria. Dov’è, o morte, la tua vittoria? Dov’è, o morte, il tuo pungiglione?». Il pungiglione della morte è il peccato e la forza del peccato è la Legge. Siano rese grazie a Dio, che ci dà la vittoria per mezzo del Signore nostro Gesù Cristo! Parola di Dio. Alleluia, alleluia. Beati coloro che ascoltano la parola di Dio e la osservano. Alleluia. CANTO AL VANGELO Lc 11, 28 F",524
"In quel tempo, mentre Gesù parlava alle folle, una donna dalla folla alzò la voce e gli disse: «Beato il grembo che ti ha portato e il seno che ti ha allattato!». Ma egli disse: «Beati piuttosto coloro che ascoltano la parola di Dio e la osservano!». Parola del Signore. Dal Vangelo secondo Luca 11, 27-28 VANGELO Beato il grembo che ti ha portato!",525
"Si aprì il tempio di Dio che è nel cielo e apparve nel tempio l’arca della sua alleanza. Un segno grandioso apparve nel cielo: una donna vestita di sole, con la luna sotto i suoi piedi e, sul capo, una corona di dodici stelle. Era incinta, e gridava per le doglie e il travaglio del parto. Allora apparve un altro segno nel cielo: un enorme drago rosso, con sette teste e dieci corna e sulle teste sette diademi; la sua coda trascinava un terzo delle stelle del cielo e le precipitava sulla terra. Il drago si pose davanti alla donna, che stava per partorire, in modo da divorare il bambino appena lo avesse partorito. Essa partorì un figlio maschio, destinato a governare tutte le nazioni con scettro di ferro, e suo figlio fu rapito verso Dio e verso il suo trono. La donna invece fuggì nel deserto, dove Dio le aveva preparato un rifugio. PRIMA LETTURA Una donna vestita di sole, con la luna sotto i suoi piedi. Dal libro dell’Apocalisse di san Giovanni apostolo 11, 19a; 12, 1-6a.10ab ASSUNZIONE DELLA BEATA VERGINE MARIA Alla Messa del giorno Solennità",526
"Allora udii una voce potente nel cielo che diceva: «Ora si è compiuta la salvezza, la forza e il regno del nostro Dio e la potenza del suo Cristo». Parola di Dio. Risplende la regina, Signore, alla tua destra. Figlie di re fra le tue predilette; alla tua destra sta la regina, in ori di Ofir. Ascolta, figlia, guarda, porgi l’orecchio: dimentica il tuo popolo e la casa di tuo padre. Il re è invaghito della tua bellezza. È lui il tuo signore: rendigli omaggio. Dietro a lei le vergini, sue compagne, condotte in gioia ed esultanza, sono presentate nel palazzo del re. SALMO RESPONSORIALE Dal Salmo 44 (45)",527
"Fratelli, Cristo è risorto dai morti, primizia di coloro che sono morti. Perché, se per mezzo di un uomo venne la morte, per mezzo di un uomo verrà anche la risurrezione dei morti. Come infatti in Adamo tutti muoiono, così in Cristo tutti riceveranno la vita. Ognuno però al suo posto: prima Cristo, che è la primizia; poi, alla sua venuta, quelli che sono di Cristo. Poi sarà la fine, quando egli consegnerà il regno a Dio Padre, dopo avere ridotto al nulla ogni Principato e ogni Potenza e Forza. È necessario infatti che egli regni finché non abbia posto tutti i nemici sotto i suoi piedi. L’ultimo nemico a essere annientato sarà la morte, perché ogni cosa ha posto sotto i suoi piedi. Parola di Dio. Alleluia, alleluia. Maria è assunta in cielo; esultano le schiere degli angeli. Alleluia. SECONDA LETTURA Cristo risorto è la primizia; poi, alla sua venuta, quelli che sono di Cristo. Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 20-27a CANTO AL VANGELO",528
"In quei giorni Maria si alzò e andò in fretta verso la regione montuosa, in una città di Giuda. Entrata nella casa di Zaccarìa, salutò Elisabetta. Appena Elisabetta ebbe udito il saluto di Maria, il bambino sussultò nel suo grembo. Elisabetta fu colmata di Spirito Santo ed esclamò a gran voce: «Benedetta tu fra le donne e benedetto il frutto del tuo grembo! A che cosa devo che la madre del mio Signore venga da me? Ecco, appena il tuo saluto è giunto ai miei orecchi, il bambino ha sussultato di gioia nel mio grembo. E beata colei che ha creduto nell’adempimento di ciò che il Signore le ha detto». Allora Maria disse: «L’anima mia magnifica il Signore e il mio spirito esulta in Dio, mio salvatore, perché ha guardato l’umiltà della sua serva. D’ora in poi tutte le generazioni mi chiameranno beata. Grandi cose ha fatto per me l’Onnipotente e Santo è il suo nome; di generazione in generazione la sua misericordia per quelli che lo temono. Ha spiegato la potenza del suo braccio, ha disperso i superbi nei pensieri del loro cuore; Dal Vangelo secondo Luca 1, 39-56 VANGELO Grandi cose ha fatto per me l’Onnipotente: ha innalzato gli umili.",529
"ha rovesciato i potenti dai troni, ha innalzato gli umili; ha ricolmato di beni gli affamati, ha rimandato i ricchi a mani vuote. Ha soccorso Israele, suo servo, ricordandosi della sua misericordia, come aveva detto ai nostri padri, per Abramo e la sua discendenza, per sempre». Maria rimase con lei circa tre mesi, poi tornò a casa sua. Parola del Signore.",530
"In quei giorni, il popolo non sopportò il viaggio. Il popolo disse contro Dio e contro Mosè: «Perché ci avete fatto salire dall’Egitto per farci morire in questo deserto? Perché qui non c’è né pane né acqua e siamo nauseati di questo cibo così leggero». Allora il Signore mandò fra il popolo serpenti brucianti i quali mordevano la gente, e un gran numero d’Israeliti morì. Il popolo venne da Mosè e disse: «Abbiamo peccato, perché abbiamo parlato contro il Signore e contro di te; supplica il Signore che allontani da noi questi serpenti». Mosè pregò per il popolo. PRIMA LETTURA Chiunque sarà stato morso e guarderà il serpente, resterà in vita. Dal libro dei Numeri 21, 4b-9 ESALTAZIONE DELLA SANTA CROCE Festa Quando questa festa ricorre in domenica, si proclamano le tre letture qui indicate; se la festa ricorre in settimana, si sceglie come prima lettura una delle due che precedono il Vangelo; il Salmo responsoriale è sempre lo stesso.",531
"Il Signore disse a Mosè: «Fatti un serpente e mettilo sopra un’asta; chiunque sarà stato morso e lo guarderà, resterà in vita». Mosè allora fece un serpente di bronzo e lo mise sopra l’asta; quando un serpente aveva morso qualcuno, se questi guardava il serpente di bronzo, restava in vita. Parola di Dio. Non dimenticate le opere del Signore! Ascolta, popolo mio, la mia legge, porgi l’orecchio alle parole della mia bocca. Aprirò la mia bocca con una parabola, rievocherò gli enigmi dei tempi antichi. Quando li uccideva, lo cercavano e tornavano a rivolgersi a lui, ricordavano che Dio è la loro roccia e Dio, l’Altissimo, il loro redentore. Lo lusingavano con la loro bocca, ma gli mentivano con la lingua: il loro cuore non era costante verso di lui e non erano fedeli alla sua alleanza. Ma lui, misericordioso, perdonava la colpa, invece di distruggere. Molte volte trattenne la sua ira e non scatenò il suo furore. SALMO RESPONSORIALE Dal Salmo 77 (78)",532
"Cristo Gesù, pur essendo nella condizione di Dio, non ritenne un privilegio l’essere come Dio, ma svuotò se stesso assumendo una condizione di servo, diventando simile agli uomini. Dall’aspetto riconosciuto come uomo, umiliò se stesso facendosi obbediente fino alla morte e a una morte di croce. Per questo Dio lo esaltò e gli donò il nome che è al di sopra di ogni nome, perché nel nome di Gesù ogni ginocchio si pieghi nei cieli, sulla terra e sotto terra, e ogni lingua proclami: «Gesù Cristo è Signore!», a gloria di Dio Padre. Parola di Dio. SECONDA LETTURA Cristo umiliò se stesso, per questo Dio lo esaltò. Dalla lettera di san Paolo apostolo ai Filippési 2, 6-11",533
"Alleluia, alleluia. Noi ti adoriamo, o Cristo, e ti benediciamo, perché con la tua croce hai redento il mondo. Alleluia. In quel tempo, Gesù disse a Nicodèmo: «Nessuno è mai salito al cielo, se non colui che è disceso dal cielo, il Figlio dell’uomo. Ecome Mosè innalzò il serpente nel deserto, così bisogna che sia innalzato il Figlio dell’uomo, perché chiunque crede in lui abbia la vita eterna. Dio infatti ha tanto amato il mondo da dare il Figlio unigenito, perché chiunque crede in lui non vada perduto, ma abbia la vita eterna. Dio, infatti, non ha mandato il Figlio nel mondo per condannare il mondo, ma perché il mondo sia salvato per mezzo di lui». Parola del Signore. Dal Vangelo secondo Giovanni 3, 13-17 VANGELO Bisogna che sia innalzato il Figlio dell’uomo. CANTO AL VANGELO",534
"Io, Giovanni, vidi salire dall’oriente un altro angelo, con il sigillo del Dio vivente. E gridò a gran voce ai quattro angeli, ai quali era stato concesso di devastare la terra e il mare: «Non devastate la terra né il mare né le piante, finché non avremo impresso il sigillo sulla fronte dei servi del nostro Dio». E udii il numero di coloro che furono segnati con il sigillo: centoquarantaquattromila segnati, provenienti da ogni tribù dei figli d’Israele. Dopo queste cose vidi: ecco, una moltitudine immensa, che nessuno poteva contare, di ogni nazione, tribù, popolo e lingua. Tutti stavano in piedi davanti al trono e davanti all’Agnello, avvolti in vesti candide, e tenevano rami di palma nelle loro mani. E gridavano a gran voce: «La salvezza appartiene al nostro Dio, seduto sul trono, e all’Agnello». E tutti gli angeli stavano attorno al trono e agli anziani e ai quattro esseri viventi, e si inchinarono con la faccia a terra davanti al trono e adorarono Dio dicendo: «Amen! Lode, gloPRIMA LETTURA Dopo queste cose vidi: ecco, una moltitudine immensa, che nessuno poteva contare, di ogni nazione, tribù, popolo e lingua. Dal libro dell’Apocalisse di san Giovanni apostolo 7, 2-4.9-14 TUTTI I SANTI Solennità",535
"ria, sapienza, azione di grazie, onore, potenza e forza al nostro Dio nei secoli dei secoli. Amen». Uno degli anziani allora si rivolse a me e disse: «Questi, che sono vestiti di bianco, chi sono e da dove vengono?». Gli risposi: «Signore mio, tu lo sai». E lui: «Sono quelli che vengono dalla grande tribolazione e che hanno lavato le loro vesti, rendendole candide nel sangue dell’Agnello». Parola di Dio. Ecco la generazione che cerca il tuo volto, Signore. Del Signore è la terra e quanto contiene: il mondo, con i suoi abitanti. È lui che l’ha fondato sui mari e sui fiumi l’ha stabilito. Chi potrà salire il monte del Signore? Chi potrà stare nel suo luogo santo? Chi ha mani innocenti e cuore puro, chi non si rivolge agli idoli. Egli otterrà benedizione dal Signore, giustizia da Dio sua salvezza. Ecco la generazione che lo cerca, che cerca il tuo volto, Dio di Giacobbe. SALMO RESPONSORIALE Dal Salmo 23 (24)",536
"Carissimi, vedete quale grande amore ci ha dato il Padre per essere chiamati figli di Dio, e lo siamo realmente! Per questo il mondo non ci conosce: perché non ha conosciuto lui. Carissimi, noi fin d’ora siamo figli di Dio, ma ciò che saremo non è stato ancora rivelato. Sappiamo però che quando egli si sarà manifestato, noi saremo simili a lui, perché lo vedremo così come egli è. Chiunque ha questa speranza in lui, purifica se stesso, come egli è puro. Parola di Dio. Alleluia, alleluia. Venite a me, voi tutti che siete stanchi e oppressi, e io vi darò ristoro. Alleluia. SECONDA LETTURA Vedremo Dio così come egli è. Dalla prima lettera di san Giovanni apostolo 3, 1-3 CANTO AL VANGELO Mt 11, 28",537
"In quel tempo, vedendo le folle, Gesù salì sul monte: si pose a sedere e si avvicinarono a lui i suoi discepoli. Si mise a parlare e insegnava loro dicendo: «Beati i poveri in spirito, perché di essi è il regno dei cieli. Beati quelli che sono nel pianto, perché saranno consolati. Beati i miti, perché avranno in eredità la terra. Beati quelli che hanno fame e sete della giustizia, perché saranno saziati. Beati i misericordiosi, perché troveranno misericordia. Beati i puri di cuore, perché vedranno Dio. Beati gli operatori di pace, perché saranno chiamati figli di Dio. Beati i perseguitati per la giustizia, perché di essi è il regno dei cieli. Beati voi quando vi insulteranno, vi perseguiteranno e, mentendo, diranno ogni sorta di male contro di voi per causa mia. Rallegratevi ed esultate, perché grande è la vostra ricompensa nei cieli». Parola del Signore. Dal Vangelo secondo Matteo 5, 1-12a VANGELO Rallegratevi ed esultate, perché grande è la vostra ricompensa nei cieli.",538
