testo,pagina
"osì dice il Signore Dio: 
«Ecco, io manderò un mio messaggero a preparare la
via davanti a me e subito entrerà nel suo tempio il
Signore che voi cercate; e l’angelo dell’alleanza, che voi so-
spirate, eccolo venire, dice il Signore degli eserciti. 
Chi sopporterà il giorno della sua venuta? Chi resisterà al suo
apparire? Egli è come il fuoco del fonditore e come la lisciva
dei lavandai. 
Siederà per fondere e purificare l’argento; purificherà i figli
di Levi, li affinerà come oro e argento, perché possano offrire
al Signore un’offerta secondo giustizia. 
Allora l’offerta di Giuda e di Gerusalemme sarà gradita al Si-
gnore come nei giorni antichi, come negli anni lontani». 
Parola di Dio.
PRIMA LETTURA
Entrerà nel suo tempio il Signore che voi cercate.
Dal libro del profeta Malachìa
3, 1-4
PRESENTAZIONE 
DEL SIGNORE
Festa
Quando questa festa ricorre in domenica, si proclamano le tre letture qui
indicate; se la festa ricorre in settimana, si sceglie come prima lettura una
delle due che precedono il Vangelo; il Salmo responsoriale è sempre lo
stesso.
C",479
"Vieni, Signore, nel tuo tempio santo.
Alzate, o porte, la vostra fronte,
alzatevi, soglie antiche,
ed entri il re della gloria.
Chi è questo re della gloria?
Il Signore forte e valoroso,
il Signore valoroso in battaglia.
Alzate, o porte, la vostra fronte,
alzatevi, soglie antiche,
ed entri il re della gloria.
Chi è mai questo re della gloria?
Il Signore degli eserciti è il re della gloria.
SALMO RESPONSORIALE
Dal Salmo 23 (24)",480
"oiché i figli hanno in comune il sangue e la carne,
anche Cristo allo stesso modo ne è divenuto parteci-
pe, per ridurre all’impotenza mediante la morte colui
che della morte ha il potere, cioè il diavolo, e liberare così
quelli che, per timore della morte, erano soggetti a schiavitù
per tutta la vita. 
Egli infatti non si prende cura degli angeli, ma della stirpe di
Abramo si prende cura. Perciò doveva rendersi in tutto simile
ai fratelli, per diventare un sommo sacerdote misericordioso
e degno di fede nelle cose che riguardano Dio, allo scopo di
espiare i peccati del popolo.
Infatti, proprio per essere stato messo alla prova e avere sof-
ferto personalmente, egli è in grado di venire in aiuto a quel-
li che subiscono la prova.
Parola di Dio.
SECONDA LETTURA
Doveva rendersi in tutto simile ai fratelli.
Dalla lettera agli Ebrei
2, 14-18
P",481
"Alleluia, alleluia.
I miei occhi hanno visto la tua salvezza:
luce per rivelarti alle genti
e gloria del tuo popolo, Israele.
Alleluia.
uando furono compiuti i giorni della loro pu-
rificazione rituale, secondo la legge di Mosè,
Maria e Giuseppe portarono il bambino a Ge-
rusalemme per presentarlo al Signore – come
è scritto nella legge del Signore: «Ogni ma-
schio primogenito sarà sacro al Signore» – e
per offrire in sacrificio una coppia di tortore o due giovani
colombi, come prescrive la legge del Signore.
Ora a Gerusalemme c’era un uomo di nome Simeone, uomo
giusto e pio, che aspettava la consolazione d’Israele, e lo Spi-
rito Santo era su di lui. Lo Spirito Santo gli aveva preannun-
ciato che non avrebbe visto la morte senza prima aver veduto
il Cristo del Signore. 
Dal Vangelo secondo Luca
2, 22-40
VANGELO
I miei occhi hanno visto la tua salvezza.
CANTO AL VANGELO
Lc 2, 30.32
Q",482
"Mosso dallo Spirito, si recò al tempio e, mentre i genitori vi
portavano il bambino Gesù per fare ciò che la Legge prescri-
veva a suo riguardo, anch’egli lo accolse tra le braccia e bene-
disse Dio, dicendo:
«Ora puoi lasciare, o Signore, che il tuo servo
vada in pace, secondo la tua parola,
perché i miei occhi hanno visto la tua salvezza,
preparata da te davanti a tutti i popoli:
luce per rivelarti alle genti
e gloria del tuo popolo, Israele».
Il padre e la madre di Gesù si stupivano delle cose che si di-
cevano di lui. Simeone li benedisse e a Maria, sua madre, dis-
se: «Ecco, egli è qui per la caduta e la risurrezione di molti in
Israele e come segno di contraddizione – e anche a te una
spada trafiggerà l’anima –, affinché siano svelati i pensieri di
molti cuori».
C’era anche una profetessa, Anna, figlia di Fanuèle, della
tribù di Aser. Era molto avanzata in età, aveva vissuto con il
marito sette anni dopo il suo matrimonio, era poi rimasta ve-
dova e ora aveva ottantaquattro anni. Non si allontanava mai
dal tempio, servendo Dio notte e giorno con digiuni e pre-
ghiere. Sopraggiunta in quel momento, si mise anche lei a lo-
dare Dio e parlava del bambino a quanti aspettavano la re-
denzione di Gerusalemme.
Quando ebbero adempiuto ogni cosa secondo la legge del Si-
gnore, fecero ritorno in Galilea, alla loro città di Nàzaret. Il
bambino cresceva e si fortificava, pieno di sapienza, e la gra-
zia di Dio era su di lui.
Parola del Signore.",483
"uando furono compiuti i giorni della loro pu-
rificazione rituale, secondo la legge di Mosè,
Maria e Giuseppe portarono il bambino a Ge-
rusalemme per presentarlo al Signore – come
è scritto nella legge del Signore: «Ogni ma-
schio primogenito sarà sacro al Signore» – e
per offrire in sacrificio una coppia di tortore o due giovani
colombi, come prescrive la legge del Signore.
Ora a Gerusalemme c’era un uomo di nome Simeone, uomo
giusto e pio, che aspettava la consolazione d’Israele, e lo Spi-
rito Santo era su di lui. Lo Spirito Santo gli aveva preannun-
ciato che non avrebbe visto la morte senza prima aver veduto
il Cristo del Signore. 
Mosso dallo Spirito, si recò al tempio e, mentre i genitori vi
portavano il bambino Gesù per fare ciò che la Legge prescri-
veva a suo riguardo, anch’egli lo accolse tra le braccia e bene-
disse Dio, dicendo:
«Ora puoi lasciare, o Signore, che il tuo servo
vada in pace, secondo la tua parola,
perché i miei occhi hanno visto la tua salvezza,
preparata da te davanti a tutti i popoli:
luce per rivelarti alle genti
e gloria del tuo popolo, Israele».
Parola del Signore.
Dal Vangelo secondo Luca
2, 22-32
Forma breve:
I miei occhi hanno visto la tua salvezza.
Q",484
"ei giorni del re Giosìa mi fu rivolta questa parola del
Signore: 
«Prima di formarti nel grembo materno, ti ho conosciuto,
prima che tu uscissi alla luce, ti ho consacrato;
ti ho stabilito profeta delle nazioni».
Risposi: «Ahimè, Signore Dio!
Ecco, io non so parlare, perché sono giovane».
Ma il Signore mi disse: «Non dire: “Sono giovane”.
Tu andrai da tutti coloro a cui ti manderò
e dirai tutto quello che io ti ordinerò.
Non aver paura di fronte a loro,
perché io sono con te per proteggerti».
Oracolo del Signore.
Il Signore stese la mano 
e mi toccò la bocca,
e il Signore mi disse:
«Ecco, io metto le mie parole sulla tua bocca.
Vedi, oggi ti do autorità
PRIMA LETTURA
Prima di formarti nel grembo materno,
ti ho conosciuto.
Dal libro del profeta Geremìa
1, 4-10
NATIVITÀ 
DI SAN GIOVANNI BATTISTA
Alla Messa vespertina
nella vigilia
Solennità
N",485
"sopra le nazioni e sopra i regni
per sradicare e demolire,
per distruggere e abbattere,
per edificare e piantare».
Parola di Dio.
Dal grembo di mia madre sei tu il mio sostegno.
In te, Signore, mi sono rifugiato,
mai sarò deluso.
Per la tua giustizia, liberami e difendimi,
tendi a me il tuo orecchio e salvami.
Sii tu la mia roccia,
una dimora sempre accessibile;
hai deciso di darmi salvezza:
davvero mia rupe e mia fortezza tu sei!
Mio Dio, liberami dalle mani del malvagio.
Sei tu, mio Signore, la mia speranza,
la mia fiducia, Signore, fin dalla mia giovinezza.
Su di te mi appoggiai fin dal grembo materno,
dal seno di mia madre sei tu il mio sostegno.
La mia bocca racconterà la tua giustizia,
ogni giorno la tua salvezza.
Fin dalla giovinezza, o Dio, mi hai istruito
e oggi ancora proclamo le tue meraviglie.
SALMO RESPONSORIALE
Dal Salmo 70 (71)",486
"arissimi,  voi amate Gesù Cristo, pur senza averlo vi-
sto e ora, senza vederlo, credete in lui. Perciò esulta-
te di gioia indicibile e gloriosa, mentre raggiungete
la mèta della vostra fede: la salvezza delle anime.
Su questa salvezza indagarono e scrutarono i profeti, che
preannunciavano la grazia a voi destinata; essi cercavano di
sapere quale momento o quali circostanze indicasse lo Spirito
di Cristo che era in loro, quando prediceva le sofferenze de-
stinate a Cristo e le glorie che le avrebbero seguite. A loro fu
rivelato che, non per se stessi, ma per voi erano servitori di
quelle cose che ora vi sono annunciate per mezzo di coloro
che vi hanno portato il Vangelo mediante lo Spirito Santo,
mandato dal cielo: cose nelle quali gli angeli desiderano fis-
sare lo sguardo.
Parola di Dio.
SECONDA LETTURA
Su questa salvezza 
indagarono e scrutarono i profeti.
Dalla prima lettera di san Pietro apostolo
1, 8-12
C",487
"Alleluia, alleluia.
Venne per rendere testimonianza alla luce
e preparare al Signore un popolo ben disposto.
Alleluia.
l tempo di Erode, re della Giudea, vi era un sa-
cerdote di nome Zaccarìa, della classe di Abìa,
che aveva in moglie una discendente di Aronne,
di nome Elisabetta. Ambedue erano giusti da-
vanti a Dio e osservavano irreprensibili tutte le
leggi e le prescrizioni del Signore. Essi non ave-
vano figli, perché Elisabetta era sterile e tutti e due erano
avanti negli anni.
Avvenne che, mentre Zaccarìa svolgeva le sue funzioni sacer-
dotali davanti al Signore durante il turno della sua classe, gli
Dal Vangelo secondo Luca
1, 5-17
VANGELO
Ti darà un figlio e tu lo chiamerai Giovanni.
CANTO AL VANGELO
Cf. Gv 1, 7; Lc 1, 17
A",488
"toccò in sorte, secondo l’usanza del servizio sacerdotale, di
entrare nel tempio del Signore per fare l’offerta dell’incenso.
Fuori, tutta l’assemblea del popolo stava pregando nell’ora
dell’incenso. 
Apparve a lui un angelo del Signore, ritto alla destra dell’alta-
re dell’incenso. Quando lo vide, Zaccarìa si turbò e fu preso
da timore. Ma l’angelo gli disse: «Non temere, Zaccarìa, la tua
preghiera è stata esaudita e tua moglie Elisabetta ti darà un
figlio, e tu lo chiamerai Giovanni. Avrai gioia ed esultanza, e
molti si rallegreranno della sua nascita, perché egli sarà gran-
de davanti al Signore; non berrà vino né bevande inebrianti,
sarà colmato di Spirito Santo fin dal seno di sua madre e ri-
condurrà molti figli d’Israele al Signore loro Dio. Egli cammi-
nerà innanzi a lui  con lo spirito e la potenza di Elìa, per ri-
condurre i cuori dei padri verso i figli e i ribelli alla saggezza
dei giusti e preparare al Signore un popolo ben disposto».
Parola del Signore.",489
"scoltatemi, o isole,
udite attentamente, nazioni lontane;
il Signore dal seno materno mi ha chiamato,
fino dal grembo di mia madre ha pronunciato il mio nome.
Ha reso la mia bocca come spada affilata,
mi ha nascosto all’ombra della sua mano,
mi ha reso freccia appuntita,
mi ha riposto nella sua faretra.
Mi ha detto: «Mio servo tu sei, Israele,
sul quale manifesterò la mia gloria».
Io ho risposto: «Invano ho faticato,
per nulla e invano ho consumato le mie forze.
Ma, certo, il mio diritto è presso il Signore,
la mia ricompensa presso il mio Dio».
Ora ha parlato il Signore,
che mi ha plasmato suo servo dal seno materno
per ricondurre a lui Giacobbe
e a lui riunire Israele
– poiché ero stato onorato dal Signore
PRIMA LETTURA
Ti renderò luce delle nazioni.
Dal libro del profeta Isaìa
49, 1-6
NATIVITÀ 
DI SAN GIOVANNI BATTISTA
Alla Messa del giorno
Solennità
A",490
"e Dio era stato la mia forza –
e ha detto: «È troppo poco che tu sia mio servo
per restaurare le tribù di Giacobbe
e ricondurre i superstiti d’Israele.
Io ti renderò luce delle nazioni,
perché porti la mia salvezza
fino all’estremità della terra».
Parola di Dio.
Io ti rendo grazie: 
hai fatto di me una meraviglia stupenda.
Signore, tu mi scruti e mi conosci,
tu conosci quando mi siedo e quando mi alzo,
intendi da lontano i miei pensieri,
osservi il mio cammino e il mio riposo,
ti sono note tutte le mie vie.
Sei tu che hai formato i miei reni
e mi hai tessuto nel grembo di mia madre.
Io ti rendo grazie:
hai fatto di me una meraviglia stupenda.
Meravigliose sono le tue opere,
le riconosce pienamente l’anima mia.
Non ti erano nascoste le mie ossa
quando venivo formato nel segreto,
ricamato nelle profondità della terra.
SALMO RESPONSORIALE
Dal Salmo 138 (139)",491
"SECONDA LETTURA
Giovanni aveva preparato la venuta di Cristo.
Dagli Atti degli Apostoli
13, 22-26
n quei giorni, [nella sinagoga di Antiòchia di Pisì-
dia,] Paolo diceva: 
«Dio suscitò per i nostri padri Davide come re, al
quale rese questa testimonianza: “Ho trovato Davide, figlio
di Iesse, uomo secondo il mio cuore; egli adempirà tutti i
miei voleri”.
Dalla discendenza di lui, secondo la promessa, Dio inviò, co-
me salvatore per Israele, Gesù. Giovanni aveva preparato la
sua venuta predicando un battesimo di conversione a tutto il
popolo d’Israele.
Diceva Giovanni sul finire della sua missione: “Io non sono
quello che voi pensate! Ma ecco, viene dopo di me uno, al
quale io non sono degno di slacciare i sandali”.
Fratelli, figli della stirpe di Abramo, e quanti fra voi siete ti-
morati di Dio, a noi è stata mandata la parola di questa sal-
vezza».
Parola di Dio.
I",492
"Alleluia, alleluia.
Tu, bambino, sarai chiamato profeta dell’Altissimo
perché andrai innanzi al Signore a preparargli le strade.
Alleluia.
er Elisabetta si compì il tempo del parto e die-
de alla luce un figlio. I vicini e i parenti udiro-
no che il Signore aveva manifestato in lei la
sua grande misericordia, e si rallegravano con
lei.
Otto giorni dopo vennero per circoncidere il bambino e vole-
vano chiamarlo con il nome di suo padre, Zaccarìa. Ma sua
madre intervenne: «No, si chiamerà Giovanni». Le dissero:
«Non c’è nessuno della tua parentela che si chiami con que-
sto nome». 
Dal Vangelo secondo Luca
1, 57-66.80
VANGELO
Giovanni è il suo nome.
CANTO AL VANGELO
Lc 1, 76
P",493
"Allora domandavano con cenni a suo padre come voleva che si
chiamasse. Egli chiese una tavoletta e scrisse: «Giovanni è il
suo nome». Tutti furono meravigliati. All’istante si aprirono
la sua bocca e la sua lingua, e parlava benedicendo Dio. 
Tutti i loro vicini furono presi da timore, e per tutta la regio-
ne montuosa della Giudea si discorreva di tutte queste cose.
Tutti coloro che le udivano, le custodivano in cuor loro, di-
cendo: «Che sarà mai questo bambino?». E davvero la mano
del Signore era con lui.
Il bambino cresceva e si fortificava nello spirito. Visse  in regio-
ni deserte fino al giorno della sua manifestazione a Israele.
Parola del Signore.",494
"n quei giorni, Pietro e Giovanni salivano al tempio
per la preghiera delle tre del pomeriggio. Qui di
solito veniva portato un uomo, storpio fin dalla
nascita; lo ponevano ogni giorno presso la porta del tempio
detta Bella, per chiedere l’elemosina a coloro che entrava-
no nel tempio. 
Costui, vedendo Pietro e Giovanni che stavano per entrare nel
tempio, li pregava per avere un’elemosina. Allora, fissando lo
sguardo su di lui, Pietro insieme a Giovanni disse: «Guarda
verso di noi». Ed egli si volse a guardarli, sperando di riceve-
re da loro qualche cosa. 
Pietro gli disse: «Non possiedo né argento né oro, ma quello
che ho te lo do: nel nome di Gesù Cristo, il Nazareno, àlzati e
cammina!». Lo prese per la mano destra e lo sollevò. 
Di colpo i suoi piedi e le caviglie si rinvigorirono e, balzato
in piedi, si mise a camminare; ed entrò con loro nel tempio
camminando, saltando e lodando Dio. 
PRIMA LETTURA
Quello che ho te lo do: nel nome di Gesù Cristo,
il Nazareno, àlzati e cammina!
Dagli Atti degli Apostoli
3, 1-10
SANTI PIETRO E PAOLO
APOSTOLI
Alla Messa vespertina
nella vigilia
Solennità
I",495
"Tutto il popolo lo vide camminare e lodare Dio e riconosceva-
no che era colui che sedeva a chiedere l’elemosina alla porta
Bella del tempio, e furono ricolmi di meraviglia e stupore per
quello che gli era accaduto.
Parola di Dio.
Per tutta la terra si diffonde il loro annuncio.
I cieli narrano la gloria di Dio,
l’opera delle sue mani annuncia il firmamento.
Il giorno al giorno ne affida il racconto
e la notte alla notte ne trasmette notizia.
Senza linguaggio, senza parole,
senza che si oda la loro voce,
per tutta la terra si diffonde il loro annuncio
e ai confini del mondo il loro messaggio.
SALMO RESPONSORIALE
Dal Salmo 18 (19)",496
